batch_id,variety_id,method,sow_date,ready_from,seeds_sown,seedlings_ready,seedlings_sold,seedlings_unsold,germination_rate,seed_cost_inr,raising_cost_inr
B00523,V10,Nursery bed,2025-05-31,2025-07-01,41879,33331,28300,5031,0.796,18845.55,2826.47
B00524,V10,Nursery bed,2025-07-01,2025-08-01,24694,19394,17800,1594,0.785,11112.3,1644.61
B00525,V10,Nursery bed,2025-08-01,2025-09-01,3305,2677,2400,277,0.81,1487.25,227.01
B00526,V10,Nursery bed,2025-08-31,2025-10-01,2077,1633,1400,233,0.786,934.65,138.48
B00527,V10,Nursery bed,2025-10-01,2025-11-01,1878,1546,1400,146,0.823,845.1,131.1
B00528,V10,Nursery bed,2025-10-31,2025-12-01,2276,1696,1600,96,0.745,1024.2,143.82
B00529,V10,Nursery bed,2025-12-01,2026-01-01,2497,1884,1600,284,0.755,1123.65,168.81
B00530,V10,Nursery bed,2026-01-01,2026-02-01,18429,13567,11500,2067,0.736,8293.05,1215.6
B00531,V10,Nursery bed,2026-01-29,2026-03-01,2479,2005,1800,205,0.809,1115.55,179.65
B00532,V10,Nursery bed,2026-03-31,2026-05-01,1300,1090,1000,90,0.839,585.0,97.66
B00533,V10,Nursery bed,2026-05-01,2026-06-01,17843,12984,12100,884,0.728,8029.35,1163.37
B00534,V10,Nursery bed,2026-05-31,2026-07-01,677,563,500,63,0.832,304.65,50.44
B00535,V10,Nursery bed,2026-07-01,2026-08-01,10673,8385,7300,1085,0.786,4802.85,751.3
B00536,V10,Pro-tray,2024-01-30,2024-03-01,6327,5780,5200,580,0.914,2847.15,1618.4
B00537,V10,Pro-tray,2024-03-01,2024-04-01,9051,8545,7600,945,0.944,4072.95,2392.6
B00538,V10,Pro-tray,2024-03-31,2024-05-01,14443,13366,11800,1566,0.925,6499.35,3742.48
B00539,V10,Pro-tray,2024-05-01,2024-06-01,25191,22653,19200,3453,0.899,11335.95,6342.84
B00540,V10,Pro-tray,2024-05-31,2024-07-01,34675,30613,28050,2563,0.883,15603.75,8571.64
B00541,V10,Pro-tray,2024-07-01,2024-08-01,20706,18720,15900,2820,0.904,9317.7,5241.6
B00542,V10,Pro-tray,2024-08-01,2024-09-01,28912,26655,24260,2395,0.922,13010.4,7463.4
B00543,V10,Pro-tray,2024-08-31,2024-10-01,24763,22345,21050,1295,0.902,11143.35,6256.6
B00544,V10,Pro-tray,2024-10-01,2024-11-01,5460,4817,4500,317,0.882,2457.0,1348.76
B00545,V10,Pro-tray,2024-10-31,2024-12-01,3578,3263,3000,263,0.912,1610.1,913.64
B00546,V10,Pro-tray,2025-01-29,2025-03-01,3435,3259,3000,259,0.949,1545.75,967.27
B00547,V10,Pro-tray,2025-03-31,2025-05-01,36742,34479,29700,4779,0.938,16533.9,10233.37
B00548,V10,Pro-tray,2025-05-01,2025-06-01,44020,39402,36500,2902,0.895,19809.0,11694.51
B00549,V10,Pro-tray,2025-05-31,2025-07-01,77086,71680,61000,10680,0.93,34688.7,21274.62
B00550,V10,Pro-tray,2025-07-01,2025-08-01,14427,13231,12040,1191,0.917,6492.15,3926.96
B00551,V10,Pro-tray,2025-08-01,2025-09-01,12153,10720,9300,1420,0.882,5468.85,3181.7
B00552,V10,Pro-tray,2025-08-31,2025-10-01,8149,7316,6800,516,0.898,3667.05,2171.39
B00553,V10,Pro-tray,2025-10-01,2025-11-01,5085,4550,4000,550,0.895,2288.25,1350.44
B00554,V10,Pro-tray,2025-12-01,2026-01-01,141,128,110,18,0.909,63.45,40.14
B00555,V10,Pro-tray,2026-03-01,2026-04-01,15553,13786,12100,1686,0.886,6998.85,4323.29
B00556,V10,Pro-tray,2026-03-31,2026-05-01,17398,16367,14100,2267,0.941,7829.1,5132.69
B00557,V10,Pro-tray,2026-05-01,2026-06-01,17971,16026,14210,1816,0.892,8086.95,5025.75
B00558,V10,Pro-tray,2026-05-31,2026-07-01,41678,39462,34200,5262,0.947,18755.1,12375.28
B00559,V10,Pro-tray,2026-07-01,2026-08-01,13323,12527,10700,1827,0.94,5995.35,3928.47
B00560,V11,Nursery bed,2023-11-24,2024-01-01,1023,752,700,52,0.736,1943.7,60.16
B00561,V11,Nursery bed,2024-01-23,2024-03-01,2498,2076,1800,276,0.831,4746.2,166.08
B00562,V11,Nursery bed,2024-05-24,2024-07-01,2374,1743,1500,243,0.734,4510.6,139.44
B00563,V11,Nursery bed,2024-06-24,2024-08-01,3681,2809,2400,409,0.763,6993.9,224.72
B00564,V11,Nursery bed,2024-07-25,2024-09-01,3720,2710,2400,310,0.729,7068.0,216.8
B00565,V11,Nursery bed,2024-09-24,2024-11-01,10376,8900,7900,1000,0.858,19714.4,712.0
B00566,V11,Nursery bed,2025-05-24,2025-07-01,5338,3929,3700,229,0.736,10142.2,333.18
B00567,V11,Nursery bed,2025-07-25,2025-09-01,6438,5151,4500,651,0.8,12232.2,436.8
B00568,V11,Nursery bed,2026-06-24,2026-08-01,6766,5629,5000,629,0.832,12855.4,504.36
B00569,V11,Pro-tray,2023-11-24,2024-01-01,5191,4678,4400,278,0.901,9862.9,1309.84
B00570,V11,Pro-tray,2023-12-25,2024-02-01,4473,4142,3690,452,0.926,8498.7,1159.76
B00571,V11,Pro-tray,2024-01-23,2024-03-01,2223,1996,1700,296,0.898,4223.7,558.88
B00572,V11,Pro-tray,2024-02-23,2024-04-01,3507,3225,2800,425,0.92,6663.3,903.0
B00573,V11,Pro-tray,2024-03-24,2024-05-01,4757,4388,4100,288,0.922,9038.3,1228.64
B00574,V11,Pro-tray,2024-04-24,2024-06-01,13735,12981,11540,1441,0.945,26096.5,3634.68
B00575,V11,Pro-tray,2024-05-24,2024-07-01,25861,23931,21420,2511,0.925,49135.9,6700.68
B00576,V11,Pro-tray,2024-06-24,2024-08-01,33777,31546,26900,4646,0.934,64176.3,8832.88
B00577,V11,Pro-tray,2024-07-25,2024-09-01,46433,41933,36130,5803,0.903,88222.7,11741.24
B00578,V11,Pro-tray,2024-08-24,2024-10-01,8215,7296,6600,696,0.888,15608.5,2042.88
B00579,V11,Pro-tray,2024-09-24,2024-11-01,9196,8669,7700,969,0.943,17472.4,2427.32
B00580,V11,Pro-tray,2024-10-24,2024-12-01,3980,3513,3200,313,0.883,7562.0,983.64
B00581,V11,Pro-tray,2024-11-24,2025-01-01,5166,4806,4400,406,0.93,9815.4,1426.42
B00582,V11,Pro-tray,2024-12-25,2025-02-01,3077,2759,2390,369,0.897,5846.3,818.87
B00583,V11,Pro-tray,2025-01-22,2025-03-01,2400,2153,2000,153,0.897,4560.0,639.01
B00584,V11,Pro-tray,2025-02-22,2025-04-01,17557,16303,14300,2003,0.929,33358.3,4838.73
B00585,V11,Pro-tray,2025-03-24,2025-05-01,9227,8120,7230,890,0.88,17531.3,2410.02
B00586,V11,Pro-tray,2025-04-24,2025-06-01,17108,15130,12950,2180,0.884,32505.2,4490.58
B00587,V11,Pro-tray,2025-05-24,2025-07-01,26485,24675,21540,3135,0.932,50321.5,7323.54
B00588,V11,Pro-tray,2025-06-24,2025-08-01,54985,51235,47700,3535,0.932,104471.5,15206.55
B00589,V11,Pro-tray,2025-07-25,2025-09-01,45713,40566,36600,3966,0.887,86854.7,12039.99
B00590,V11,Pro-tray,2025-08-24,2025-10-01,47497,44122,37420,6702,0.929,90244.3,13095.41
B00591,V11,Pro-tray,2025-09-24,2025-11-01,6754,6075,5200,875,0.899,12832.6,1803.06
B00592,V11,Pro-tray,2025-10-24,2025-12-01,5782,5119,4700,419,0.885,10985.8,1519.32
B00593,V11,Pro-tray,2025-11-24,2026-01-01,5911,5371,4900,471,0.909,11230.9,1684.35
B00594,V11,Pro-tray,2025-12-25,2026-02-01,27365,25677,23200,2477,0.938,51993.5,8052.31
B00595,V11,Pro-tray,2026-01-22,2026-03-01,625,583,500,83,0.934,1187.5,182.83
B00596,V11,Pro-tray,2026-02-22,2026-04-01,962,880,800,80,0.915,1827.8,275.97
B00597,V11,Pro-tray,2026-03-24,2026-05-01,3786,3332,2910,422,0.88,7193.4,1044.92
B00598,V11,Pro-tray,2026-04-24,2026-06-01,10613,10054,9300,754,0.947,20164.7,3152.93
B00599,V11,Pro-tray,2026-05-24,2026-07-01,35146,33231,28220,5011,0.946,66777.4,10421.24
B00600,V11,Pro-tray,2026-06-24,2026-08-01,76302,70685,62400,8285,0.926,144973.8,22166.82
B00601,V12,Nursery bed,2023-12-06,2024-01-01,2811,2354,2000,354,0.838,2389.35,188.32
B00602,V12,Nursery bed,2024-01-06,2024-02-01,18912,15268,14500,768,0.807,16075.2,1221.44
B00603,V12,Nursery bed,2024-02-04,2024-03-01,3954,3267,3000,267,0.826,3360.9,261.36
B00604,V12,Nursery bed,2024-03-06,2024-04-01,12009,9502,8400,1102,0.791,10207.65,760.16
B00605,V12,Nursery bed,2024-04-05,2024-05-01,830,640,600,40,0.772,705.5,51.2
B00606,V12,Nursery bed,2024-05-06,2024-06-01,19423,15458,13900,1558,0.796,16509.55,1236.64
B00607,V12,Nursery bed,2024-06-05,2024-07-01,52841,45271,42700,2571,0.857,44914.85,3621.68
B00608,V12,Nursery bed,2024-07-06,2024-08-01,23436,19723,17700,2023,0.842,19920.6,1577.84
B00609,V12,Nursery bed,2024-08-06,2024-09-01,30206,22637,20800,1837,0.749,25675.1,1810.96
B00610,V12,Nursery bed,2024-09-05,2024-10-01,22994,16583,14800,1783,0.721,19544.9,1326.64
B00611,V12,Nursery bed,2024-10-06,2024-11-01,17705,15036,13100,1936,0.849,15049.25,1202.88
B00612,V12,Nursery bed,2024-11-05,2024-12-01,34003,25866,23600,2266,0.761,28902.55,2069.28
B00613,V12,Nursery bed,2024-12-06,2025-01-01,7842,5972,5600,372,0.762,6665.7,506.43
B00614,V12,Nursery bed,2025-02-03,2025-03-01,3236,2401,2100,301,0.742,2750.6,203.6
B00615,V12,Nursery bed,2025-03-06,2025-04-01,15332,12289,11300,989,0.802,13032.2,1042.11
B00616,V12,Nursery bed,2025-04-05,2025-05-01,9677,7323,6400,923,0.757,8225.45,620.99
B00617,V12,Nursery bed,2025-05-06,2025-06-01,2500,1833,1700,133,0.733,2125.0,155.44
B00618,V12,Nursery bed,2025-06-05,2025-07-01,28135,21647,18600,3047,0.769,23914.75,1835.67
B00619,V12,Nursery bed,2025-07-06,2025-08-01,52878,44127,41600,2527,0.835,44946.3,3741.97
B00620,V12,Nursery bed,2025-08-06,2025-09-01,32244,25725,22200,3525,0.798,27407.4,2181.48
B00621,V12,Nursery bed,2025-09-05,2025-10-01,29418,23424,21100,2324,0.796,25005.3,1986.36
B00622,V12,Nursery bed,2025-10-06,2025-11-01,15049,12715,11100,1615,0.845,12791.65,1078.23
B00623,V12,Nursery bed,2025-11-05,2025-12-01,15593,12338,11500,838,0.791,13254.05,1046.26
B00624,V12,Nursery bed,2025-12-06,2026-01-01,4064,3027,2800,227,0.745,3454.4,271.22
B00625,V12,Nursery bed,2026-01-06,2026-02-01,17333,13902,12400,1502,0.802,14733.05,1245.62
B00626,V12,Nursery bed,2026-03-06,2026-04-01,1597,1291,1200,91,0.809,1357.45,115.67
B00627,V12,Nursery bed,2026-04-05,2026-05-01,2565,2033,1800,233,0.793,2180.25,182.16
B00628,V12,Nursery bed,2026-05-06,2026-06-01,12022,10099,9300,799,0.84,10218.7,904.87
B00629,V12,Nursery bed,2026-06-05,2026-07-01,7769,5896,5000,896,0.759,6603.65,528.28
B00630,V12,Nursery bed,2026-07-06,2026-08-01,32700,23829,21400,2429,0.729,27795.0,2135.08
B00631,V12,Pro-tray,2023-12-06,2024-01-01,20745,19603,17480,2123,0.945,17633.25,5488.84
B00632,V12,Pro-tray,2024-01-06,2024-02-01,10961,10090,9300,790,0.921,9316.85,2825.2
B00633,V12,Pro-tray,2024-02-04,2024-03-01,6864,6393,5440,953,0.931,5834.4,1790.04
B00634,V12,Pro-tray,2024-03-06,2024-04-01,5491,5011,4310,701,0.913,4667.35,1403.08
B00635,V12,Pro-tray,2024-04-05,2024-05-01,6570,5797,5000,797,0.882,5584.5,1623.16
B00636,V12,Pro-tray,2024-05-06,2024-06-01,16924,16027,13810,2217,0.947,14385.4,4487.56
B00637,V12,Pro-tray,2024-06-05,2024-07-01,40254,35670,31490,4180,0.886,34215.9,9987.6
B00638,V12,Pro-tray,2024-07-06,2024-08-01,37475,33173,31330,1843,0.885,31853.75,9288.44
B00639,V12,Pro-tray,2024-08-06,2024-09-01,81199,71894,67280,4614,0.885,69019.15,20130.32
B00640,V12,Pro-tray,2024-09-05,2024-10-01,30368,27863,24290,3573,0.918,25812.8,7801.64
B00641,V12,Pro-tray,2024-10-06,2024-11-01,54336,48435,46090,2345,0.891,46185.6,13561.8
B00642,V12,Pro-tray,2024-11-05,2024-12-01,27698,25201,22800,2401,0.91,23543.3,7056.28
B00643,V12,Pro-tray,2024-12-06,2025-01-01,17146,15614,13910,1704,0.911,14574.1,4634.24
B00644,V12,Pro-tray,2025-01-06,2025-02-01,30724,29126,26800,2326,0.948,26115.4,8644.6
B00645,V12,Pro-tray,2025-02-03,2025-03-01,10010,9208,7940,1268,0.92,8508.5,2732.93
B00646,V12,Pro-tray,2025-03-06,2025-04-01,4160,3787,3600,187,0.91,3536.0,1123.98
B00647,V12,Pro-tray,2025-04-05,2025-05-01,15635,14143,12390,1753,0.905,13289.75,4197.64
B00648,V12,Pro-tray,2025-05-06,2025-06-01,7917,7070,6220,850,0.893,6729.45,2098.38
B00649,V12,Pro-tray,2025-06-05,2025-07-01,86629,76549,67310,9239,0.884,73634.65,22719.74
B00650,V12,Pro-tray,2025-07-06,2025-08-01,78373,71711,62830,8881,0.915,66617.05,21283.82
B00651,V12,Pro-tray,2025-08-06,2025-09-01,30332,26751,22790,3961,0.882,25782.2,7939.7
B00652,V12,Pro-tray,2025-09-05,2025-10-01,70419,64828,57020,7808,0.921,59856.15,19240.95
B00653,V12,Pro-tray,2025-10-06,2025-11-01,33777,31651,29960,1691,0.937,28710.45,9394.02
B00654,V12,Pro-tray,2025-11-05,2025-12-01,24637,21956,20510,1446,0.891,20941.45,6516.54
B00655,V12,Pro-tray,2025-12-06,2026-01-01,18773,16727,15760,967,0.891,15957.05,5245.59
B00656,V12,Pro-tray,2026-01-06,2026-02-01,14243,13451,12280,1171,0.944,12106.55,4218.23
B00657,V12,Pro-tray,2026-02-03,2026-03-01,24025,21333,18670,2663,0.888,20421.25,6690.03
B00658,V12,Pro-tray,2026-03-06,2026-04-01,24729,22396,20800,1596,0.906,21019.65,7023.39
B00659,V12,Pro-tray,2026-04-05,2026-05-01,30312,28645,24690,3955,0.945,25765.2,8983.07
B00660,V12,Pro-tray,2026-05-06,2026-06-01,54899,50585,45380,5205,0.921,46664.15,15863.46
B00661,V12,Pro-tray,2026-06-05,2026-07-01,79883,70869,63700,7169,0.887,67900.55,22224.52
B00662,V12,Pro-tray,2026-07-06,2026-08-01,108579,98687,88470,10217,0.909,92292.15,30948.24
B00663,V13,Nursery bed,2023-12-02,2024-01-01,15418,11975,10700,1275,0.777,3854.5,958.0
B00664,V13,Nursery bed,2024-01-02,2024-02-01,29184,23342,22000,1342,0.8,7296.0,1867.36
B00665,V13,Nursery bed,2024-01-31,2024-03-01,4295,3218,2900,318,0.749,1073.75,257.44
B00666,V13,Nursery bed,2024-03-02,2024-04-01,7479,6330,5400,930,0.846,1869.75,506.4
B00667,V13,Nursery bed,2024-04-01,2024-05-01,7316,5848,5200,648,0.799,1829.0,467.84
B00668,V13,Nursery bed,2024-05-02,2024-06-01,15198,12075,11100,975,0.795,3799.5,966.0
B00669,V13,Nursery bed,2024-06-01,2024-07-01,10901,8544,7600,944,0.784,2725.25,683.52
B00670,V13,Nursery bed,2024-07-02,2024-08-01,17960,15109,13800,1309,0.841,4490.0,1208.72
B00671,V13,Nursery bed,2024-08-02,2024-09-01,12133,9090,8500,590,0.749,3033.25,727.2
B00672,V13,Nursery bed,2024-09-01,2024-10-01,15328,11716,10500,1216,0.764,3832.0,937.28
B00673,V13,Nursery bed,2024-10-02,2024-11-01,11158,9572,8900,672,0.858,2789.5,765.76
B00674,V13,Nursery bed,2024-11-01,2024-12-01,12244,8899,8200,699,0.727,3061.0,711.92
B00675,V13,Nursery bed,2024-12-02,2025-01-01,15015,12093,10300,1793,0.805,3753.75,1025.49
B00676,V13,Nursery bed,2025-01-02,2025-02-01,8205,6684,5800,884,0.815,2051.25,566.8
B00677,V13,Nursery bed,2025-01-30,2025-03-01,22879,18452,15700,2752,0.807,5719.75,1564.73
B00678,V13,Nursery bed,2025-03-02,2025-04-01,13904,11154,9800,1354,0.802,3476.0,945.86
B00679,V13,Nursery bed,2025-04-01,2025-05-01,8639,7409,6600,809,0.858,2159.75,628.28
B00680,V13,Nursery bed,2025-05-02,2025-06-01,24461,18423,15700,2723,0.753,6115.25,1562.27
B00681,V13,Nursery bed,2025-06-01,2025-07-01,33616,26797,23200,3597,0.797,8404.0,2272.39
B00682,V13,Nursery bed,2025-07-02,2025-08-01,19522,15156,12900,2256,0.776,4880.5,1285.23
B00683,V13,Nursery bed,2025-08-02,2025-09-01,15685,13023,11500,1523,0.83,3921.25,1104.35
B00684,V13,Nursery bed,2025-09-01,2025-10-01,19435,16076,13900,2176,0.827,4858.75,1363.24
B00685,V13,Nursery bed,2025-10-02,2025-11-01,17644,14814,13200,1614,0.84,4411.0,1256.23
B00686,V13,Nursery bed,2025-11-01,2025-12-01,19687,16111,13700,2411,0.818,4921.75,1366.21
B00687,V13,Nursery bed,2025-12-02,2026-01-01,13007,10407,9900,507,0.8,3251.75,932.47
B00688,V13,Nursery bed,2026-01-02,2026-02-01,20561,14837,12900,1937,0.722,5140.25,1329.4
B00689,V13,Nursery bed,2026-01-30,2026-03-01,4077,2961,2600,361,0.726,1019.25,265.31
B00690,V13,Nursery bed,2026-03-02,2026-04-01,10502,8871,7900,971,0.845,2625.5,794.84
B00691,V13,Nursery bed,2026-04-01,2026-05-01,12134,9132,7800,1332,0.753,3033.5,818.23
B00692,V13,Nursery bed,2026-05-02,2026-06-01,19001,15026,14000,1026,0.791,4750.25,1346.33
B00693,V13,Nursery bed,2026-06-01,2026-07-01,19514,15177,13200,1977,0.778,4878.5,1359.86
B00694,V13,Nursery bed,2026-07-02,2026-08-01,23287,18642,16600,2042,0.801,5821.75,1670.32
B00695,V13,Pro-tray,2023-12-02,2024-01-01,9722,8583,7770,813,0.883,2430.5,2403.24
B00696,V13,Pro-tray,2024-01-02,2024-02-01,4668,4332,4040,292,0.928,1167.0,1212.96
B00697,V13,Pro-tray,2024-01-31,2024-03-01,10551,10009,9500,509,0.949,2637.75,2802.52
B00698,V13,Pro-tray,2024-03-02,2024-04-01,2384,2141,2030,111,0.898,596.0,599.48
B00699,V13,Pro-tray,2024-04-01,2024-05-01,6753,6063,5560,503,0.898,1688.25,1697.64
B00700,V13,Pro-tray,2024-05-02,2024-06-01,4479,4092,3520,572,0.914,1119.75,1145.76
B00701,V13,Pro-tray,2024-06-01,2024-07-01,18803,16941,15740,1201,0.901,4700.75,4743.48
B00702,V13,Pro-tray,2024-07-02,2024-08-01,31680,28330,26700,1630,0.894,7920.0,7932.4
B00703,V13,Pro-tray,2024-08-02,2024-09-01,14061,12519,11500,1019,0.89,3515.25,3505.32
B00704,V13,Pro-tray,2024-09-01,2024-10-01,22537,20196,19050,1146,0.896,5634.25,5654.88
B00705,V13,Pro-tray,2024-10-02,2024-11-01,9291,8799,8300,499,0.947,2322.75,2463.72
B00706,V13,Pro-tray,2024-11-01,2024-12-01,9431,8786,8100,686,0.932,2357.75,2460.08
B00707,V13,Pro-tray,2024-12-02,2025-01-01,8837,8118,7730,388,0.919,2209.25,2409.42
B00708,V13,Pro-tray,2025-01-02,2025-02-01,11852,10435,9540,895,0.881,2963.0,3097.11
B00709,V13,Pro-tray,2025-01-30,2025-03-01,22611,21011,17860,3151,0.929,5652.75,6236.06
B00710,V13,Pro-tray,2025-03-02,2025-04-01,6532,5954,5230,724,0.912,1633.0,1767.15
B00711,V13,Pro-tray,2025-04-01,2025-05-01,9713,8932,7620,1312,0.92,2428.25,2651.02
B00712,V13,Pro-tray,2025-05-02,2025-06-01,21955,20183,18590,1593,0.919,5488.75,5990.31
B00713,V13,Pro-tray,2025-06-01,2025-07-01,28115,26129,22490,3639,0.929,7028.75,7755.09
B00714,V13,Pro-tray,2025-07-02,2025-08-01,11477,10781,9340,1441,0.939,2869.25,3199.8
B00715,V13,Pro-tray,2025-08-02,2025-09-01,30317,26874,24200,2674,0.886,7579.25,7976.2
B00716,V13,Pro-tray,2025-09-01,2025-10-01,10369,9436,8010,1426,0.91,2592.25,2800.6
B00717,V13,Pro-tray,2025-10-02,2025-11-01,7803,6947,6260,687,0.89,1950.75,2061.87
B00718,V13,Pro-tray,2025-11-01,2025-12-01,16368,15241,14400,841,0.931,4092.0,4523.53
B00719,V13,Pro-tray,2025-12-02,2026-01-01,18173,17128,15000,2128,0.943,4543.25,5371.34
B00720,V13,Pro-tray,2026-01-02,2026-02-01,10373,9227,8100,1127,0.89,2593.25,2893.59
B00721,V13,Pro-tray,2026-01-30,2026-03-01,25799,23852,22380,1472,0.925,6449.75,7479.99
B00722,V13,Pro-tray,2026-03-02,2026-04-01,11379,10781,9660,1121,0.948,2844.75,3380.92
B00723,V13,Pro-tray,2026-04-01,2026-05-01,10925,10023,8800,1223,0.917,2731.25,3143.21
B00724,V13,Pro-tray,2026-05-02,2026-06-01,15155,13549,12020,1529,0.894,3788.75,4248.97
B00725,V13,Pro-tray,2026-06-01,2026-07-01,39467,35631,30600,5031,0.903,9866.75,11173.88
B00726,V13,Pro-tray,2026-07-02,2026-08-01,22536,21245,18500,2745,0.943,5634.0,6662.43
B00727,V14,Nursery bed,2023-12-07,2024-01-01,12701,9446,8500,946,0.744,11430.9,755.68
B00728,V14,Nursery bed,2024-01-07,2024-02-01,1285,1098,1000,98,0.855,1156.5,87.84
B00729,V14,Nursery bed,2024-02-05,2024-03-01,2538,1942,1800,142,0.765,2284.2,155.36
B00730,V14,Nursery bed,2024-03-07,2024-04-01,1162,848,800,48,0.73,1045.8,67.84
B00731,V14,Nursery bed,2024-05-07,2024-06-01,12897,9601,8700,901,0.744,11607.3,768.08
B00732,V14,Nursery bed,2024-06-06,2024-07-01,31244,24952,22300,2652,0.799,28119.6,1996.16
B00733,V14,Nursery bed,2024-07-07,2024-08-01,15663,12212,10500,1712,0.78,14096.7,976.96
B00734,V14,Nursery bed,2024-08-07,2024-09-01,5138,4294,3900,394,0.836,4624.2,343.52
B00735,V14,Nursery bed,2024-09-06,2024-10-01,2652,2098,1800,298,0.791,2386.8,167.84
B00736,V14,Nursery bed,2025-01-07,2025-02-01,882,658,600,58,0.746,793.8,55.8
B00737,V14,Nursery bed,2025-03-07,2025-04-01,2895,2327,2100,227,0.804,2605.5,197.33
B00738,V14,Nursery bed,2025-04-06,2025-05-01,1984,1583,1500,83,0.798,1785.6,134.24
B00739,V14,Nursery bed,2025-05-07,2025-06-01,7746,6108,5200,908,0.789,6971.4,517.96
B00740,V14,Nursery bed,2025-06-06,2025-07-01,27315,23264,20400,2864,0.852,24583.5,1972.79
B00741,V14,Nursery bed,2025-07-07,2025-08-01,22004,18720,16300,2420,0.851,19803.6,1587.46
B00742,V14,Nursery bed,2025-08-07,2025-09-01,20455,15267,13400,1867,0.746,18409.5,1294.64
B00743,V14,Nursery bed,2025-09-06,2025-10-01,6611,5676,5000,676,0.859,5949.9,481.32
B00744,V14,Nursery bed,2025-10-07,2025-11-01,1507,1255,1100,155,0.833,1356.3,106.42
B00745,V14,Nursery bed,2025-11-06,2025-12-01,1162,842,800,42,0.725,1045.8,71.4
B00746,V14,Nursery bed,2026-01-07,2026-02-01,1851,1526,1400,126,0.824,1665.9,136.73
B00747,V14,Nursery bed,2026-02-04,2026-03-01,1667,1312,1200,112,0.787,1500.3,117.56
B00748,V14,Nursery bed,2026-04-06,2026-05-01,4228,3161,2900,261,0.748,3805.2,283.23
B00749,V14,Nursery bed,2026-05-07,2026-06-01,20472,15994,14700,1294,0.781,18424.8,1433.06
B00750,V14,Nursery bed,2026-06-06,2026-07-01,3704,3167,2700,467,0.855,3333.6,283.76
B00751,V14,Nursery bed,2026-07-07,2026-08-01,8967,6593,6100,493,0.735,8070.3,590.73
B00752,V14,Pro-tray,2024-01-07,2024-02-01,8627,7665,6800,865,0.888,7764.3,2146.2
B00753,V14,Pro-tray,2024-02-05,2024-03-01,5461,5014,4700,314,0.918,4914.9,1403.92
B00754,V14,Pro-tray,2024-03-07,2024-04-01,2014,1863,1700,163,0.925,1812.6,521.64
B00755,V14,Pro-tray,2024-04-06,2024-05-01,9654,8812,7700,1112,0.913,8688.6,2467.36
B00756,V14,Pro-tray,2024-05-07,2024-06-01,9289,8192,7030,1162,0.882,8360.1,2293.76
B00757,V14,Pro-tray,2024-06-06,2024-07-01,20166,17905,15980,1925,0.888,18149.4,5013.4
B00758,V14,Pro-tray,2024-07-07,2024-08-01,28295,26767,22800,3967,0.946,25465.5,7494.76
B00759,V14,Pro-tray,2024-08-07,2024-09-01,33047,30815,27200,3615,0.932,29742.3,8628.2
B00760,V14,Pro-tray,2024-09-06,2024-10-01,20749,18994,17740,1254,0.915,18674.1,5318.32
B00761,V14,Pro-tray,2024-10-07,2024-11-01,9484,8671,7930,741,0.914,8535.6,2427.88
B00762,V14,Pro-tray,2024-11-06,2024-12-01,1450,1368,1300,68,0.944,1305.0,383.04
B00763,V14,Pro-tray,2024-12-07,2025-01-01,4400,4057,3500,557,0.922,3960.0,1204.12
B00764,V14,Pro-tray,2025-01-07,2025-02-01,1835,1620,1440,180,0.883,1651.5,480.82
B00765,V14,Pro-tray,2025-02-04,2025-03-01,3975,3648,3450,198,0.918,3577.5,1082.73
B00766,V14,Pro-tray,2025-03-07,2025-04-01,8674,8060,7300,760,0.929,7806.6,2392.21
B00767,V14,Pro-tray,2025-04-06,2025-05-01,4874,4440,4200,240,0.911,4386.6,1317.79
B00768,V14,Pro-tray,2025-05-07,2025-06-01,26009,23603,22200,1403,0.908,23408.1,7005.37
B00769,V14,Pro-tray,2025-06-06,2025-07-01,37115,34526,29980,4546,0.93,33403.5,10247.32
B00770,V14,Pro-tray,2025-07-07,2025-08-01,30256,26972,25330,1642,0.891,27230.4,8005.29
B00771,V14,Pro-tray,2025-08-07,2025-09-01,19683,18656,16830,1826,0.948,17714.7,5537.1
B00772,V14,Pro-tray,2025-09-06,2025-10-01,33191,30922,28640,2282,0.932,29871.9,9177.65
B00773,V14,Pro-tray,2025-10-07,2025-11-01,24095,21476,19700,1776,0.891,21685.5,6374.08
B00774,V14,Pro-tray,2025-11-06,2025-12-01,11161,10405,9300,1105,0.932,10044.9,3088.2
B00775,V14,Pro-tray,2025-12-07,2026-01-01,6835,6414,6100,314,0.938,6151.5,2011.43
B00776,V14,Pro-tray,2026-01-07,2026-02-01,10076,9254,8370,884,0.918,9068.4,2902.05
B00777,V14,Pro-tray,2026-02-04,2026-03-01,15377,13706,12500,1206,0.891,13839.3,4298.2
B00778,V14,Pro-tray,2026-03-07,2026-04-01,7821,7151,6500,651,0.914,7038.9,2242.55
B00779,V14,Pro-tray,2026-04-06,2026-05-01,8718,8226,7490,736,0.944,7846.2,2579.67
B00780,V14,Pro-tray,2026-05-07,2026-06-01,23530,22147,19670,2477,0.941,21177.0,6945.3
B00781,V14,Pro-tray,2026-06-06,2026-07-01,74294,69629,61790,7839,0.937,66864.6,21835.65
B00782,V14,Pro-tray,2026-07-07,2026-08-01,57906,54115,50190,3925,0.935,52115.4,16970.46
B00783,V15,Nursery bed,2024-05-07,2024-06-01,5395,3955,3500,455,0.733,4316.0,316.4
B00784,V15,Nursery bed,2024-06-06,2024-07-01,16158,12218,11000,1218,0.756,12926.4,977.44
