customer_id,customer_type,village,distance_km,first_order_date
C1079,Home gardener,Mithapura,1,2025-04-15
C1080,Retail farmer,Kathlal,35,2025-04-15
C1081,Retail farmer,Sevalia,18,2025-04-15
C1082,Retail farmer,Thasra,9,2025-04-16
C1083,Retail farmer,Thasra,9,2025-04-16
C1084,Retail farmer,Kapadvanj,40,2025-04-17
C1085,Home gardener,Dakor,12,2025-04-20
C1086,Retail farmer,Dakor,12,2025-04-20
C1087,Retail farmer,Thasra,9,2025-04-21
C1088,Wholesale / dealer,Nadiad,38,2025-04-22
C1089,Retail farmer,Anand,42,2025-04-22
C1090,Retail farmer,Balasinor,28,2025-04-22
C1091,Retail farmer,Sevalia,18,2025-04-23
C1092,Retail farmer,Kapadvanj,40,2025-04-23
C1093,Wholesale / dealer,Jesapura,1,2025-04-24
C1094,Retail farmer,Mithapura,1,2025-04-25
C1095,Retail farmer,Sevalia,18,2025-04-25
C1096,Retail farmer,Jesapura,1,2025-04-26
C1097,Retail farmer,Kathlal,35,2025-04-29
C1098,Retail farmer,Nadiad,38,2025-04-30
C1099,Wholesale / dealer,Nadiad,38,2025-05-01
C1100,Retail farmer,Thasra,9,2025-05-01
C1101,Retail farmer,Kapadvanj,40,2025-05-02
C1102,Retail farmer,Thasra,9,2025-05-02
C1103,Retail farmer,Sevalia,18,2025-05-03
C1104,Retail farmer,Balasinor,28,2025-05-03
C1105,Retail farmer,Mithapura,1,2025-05-03
C1106,Retail farmer,Dakor,12,2025-05-04
C1107,Retail farmer,Nadiad,38,2025-05-04
C1108,Retail farmer,Kapadvanj,40,2025-05-04
C1109,Retail farmer,Thasra,9,2025-05-04
C1110,Retail farmer,Umreth,22,2025-05-04
C1111,Retail farmer,Mahudha,30,2025-05-05
C1112,Retail farmer,Anand,42,2025-05-07
C1113,Home gardener,Thasra,9,2025-05-07
C1114,Retail farmer,Mithapura,1,2025-05-08
C1115,Retail farmer,Mithapura,1,2025-05-08
C1116,Retail farmer,Nadiad,38,2025-05-08
C1117,Retail farmer,Jesapura,1,2025-05-08
C1118,Retail farmer,Mahudha,30,2025-05-09
C1119,Retail farmer,Sevalia,18,2025-05-09
C1120,Retail farmer,Thasra,9,2025-05-10
C1121,Retail farmer,Dakor,12,2025-05-10
C1122,Retail farmer,Mahudha,30,2025-05-10
C1123,Retail farmer,Nadiad,38,2025-05-11
C1124,Retail farmer,Balasinor,28,2025-05-12
C1125,Retail farmer,Jesapura,1,2025-05-13
C1126,Retail farmer,Jesapura,1,2025-05-13
C1127,Wholesale / dealer,Jesapura,1,2025-05-13
C1128,Retail farmer,Anand,42,2025-05-13
C1129,Wholesale / dealer,Thasra,9,2025-05-14
C1130,Retail farmer,Dakor,12,2025-05-14
C1131,Retail farmer,Nadiad,38,2025-05-15
C1132,Retail farmer,Thasra,9,2025-05-15
C1133,Wholesale / dealer,Kathlal,35,2025-05-15
C1134,Retail farmer,Nadiad,38,2025-05-16
C1135,Retail farmer,Mahudha,30,2025-05-16
C1136,Retail farmer,Kapadvanj,40,2025-05-16
C1137,Retail farmer,Nadiad,38,2025-05-16
C1138,Retail farmer,Mithapura,1,2025-05-16
C1139,Wholesale / dealer,Thasra,9,2025-05-17
C1140,Retail farmer,Nadiad,38,2025-05-18
C1141,Retail farmer,Anand,42,2025-05-18
C1142,Retail farmer,Umreth,22,2025-05-18
C1143,Retail farmer,Thasra,9,2025-05-18
C1144,Retail farmer,Anand,42,2025-05-18
C1145,Home gardener,Mithapura,1,2025-05-19
C1146,Retail farmer,Sevalia,18,2025-05-20
C1147,Retail farmer,Kapadvanj,40,2025-05-21
C1148,Retail farmer,Mahudha,30,2025-05-23
C1149,Retail farmer,Umreth,22,2025-05-23
C1150,Retail farmer,Dakor,12,2025-05-24
C1151,Retail farmer,Thasra,9,2025-05-24
C1152,Retail farmer,Kathlal,35,2025-05-24
C1153,Home gardener,Mahudha,30,2025-05-24
C1154,Retail farmer,Dakor,12,2025-05-25
C1155,Wholesale / dealer,Thasra,9,2025-05-26
C1156,Retail farmer,Sevalia,18,2025-05-26
C1157,Retail farmer,Kapadvanj,40,2025-05-26
C1158,Home gardener,Balasinor,28,2025-05-27
C1159,Wholesale / dealer,Umreth,22,2025-05-28
C1160,Home gardener,Thasra,9,2025-05-28
C1161,Retail farmer,Nadiad,38,2025-05-29
C1162,Home gardener,Thasra,9,2025-05-29
C1163,Retail farmer,Umreth,22,2025-05-30
C1164,Retail farmer,Thasra,9,2025-05-30
C1165,Retail farmer,Dakor,12,2025-05-30
C1166,Retail farmer,Thasra,9,2025-05-30
C1167,Retail farmer,Mithapura,1,2025-05-31
C1168,Retail farmer,Nadiad,38,2025-05-31
C1169,Retail farmer,Balasinor,28,2025-05-31
C1170,Home gardener,Kapadvanj,40,2025-05-31
C1171,Retail farmer,Mithapura,1,2025-06-01
C1172,Retail farmer,Umreth,22,2025-06-01
C1173,Retail farmer,Jesapura,1,2025-06-01
C1174,Retail farmer,Dakor,12,2025-06-02
C1175,Retail farmer,Kathlal,35,2025-06-02
C1176,Wholesale / dealer,Nadiad,38,2025-06-02
C1177,Wholesale / dealer,Anand,42,2025-06-03
C1178,Retail farmer,Anand,42,2025-06-03
C1179,Retail farmer,Kapadvanj,40,2025-06-03
C1180,Retail farmer,Mithapura,1,2025-06-03
C1181,Home gardener,Jesapura,1,2025-06-03
C1182,Retail farmer,Thasra,9,2025-06-03
C1183,Retail farmer,Dakor,12,2025-06-03
C1184,Retail farmer,Nadiad,38,2025-06-03
C1185,Retail farmer,Sevalia,18,2025-06-03
C1186,Retail farmer,Jesapura,1,2025-06-04
C1187,Retail farmer,Kapadvanj,40,2025-06-04
C1188,Retail farmer,Kapadvanj,40,2025-06-04
C1189,Retail farmer,Mithapura,1,2025-06-04
C1190,Home gardener,Umreth,22,2025-06-04
C1191,Home gardener,Sevalia,18,2025-06-04
C1192,Retail farmer,Umreth,22,2025-06-05
C1193,Retail farmer,Balasinor,28,2025-06-05
C1194,Retail farmer,Umreth,22,2025-06-05
C1195,Retail farmer,Mithapura,1,2025-06-05
C1196,Retail farmer,Nadiad,38,2025-06-05
C1197,Retail farmer,Umreth,22,2025-06-05
C1198,Retail farmer,Jesapura,1,2025-06-05
C1199,Retail farmer,Mahudha,30,2025-06-06
C1200,Retail farmer,Nadiad,38,2025-06-06
C1201,Retail farmer,Balasinor,28,2025-06-06
C1202,Wholesale / dealer,Kapadvanj,40,2025-06-06
C1203,Wholesale / dealer,Jesapura,1,2025-06-06
C1204,Retail farmer,Kapadvanj,40,2025-06-07
C1205,Retail farmer,Anand,42,2025-06-07
C1206,Retail farmer,Mahudha,30,2025-06-07
C1207,Retail farmer,Kapadvanj,40,2025-06-07
C1208,Retail farmer,Jesapura,1,2025-06-07
C1209,Retail farmer,Mahudha,30,2025-06-08
C1210,Retail farmer,Thasra,9,2025-06-08
C1211,Retail farmer,Thasra,9,2025-06-08
C1212,Retail farmer,Dakor,12,2025-06-08
C1213,Retail farmer,Dakor,12,2025-06-08
C1214,Retail farmer,Kathlal,35,2025-06-09
C1215,Retail farmer,Umreth,22,2025-06-09
C1216,Wholesale / dealer,Balasinor,28,2025-06-09
C1217,Retail farmer,Balasinor,28,2025-06-10
C1218,Retail farmer,Nadiad,38,2025-06-11
C1219,Retail farmer,Mahudha,30,2025-06-11
C1220,Retail farmer,Thasra,9,2025-06-11
C1221,Wholesale / dealer,Jesapura,1,2025-06-11
C1222,Retail farmer,Nadiad,38,2025-06-11
C1223,Retail farmer,Balasinor,28,2025-06-12
C1224,Retail farmer,Dakor,12,2025-06-12
C1225,Retail farmer,Anand,42,2025-06-12
C1226,Retail farmer,Nadiad,38,2025-06-12
C1227,Retail farmer,Thasra,9,2025-06-12
C1228,Retail farmer,Sevalia,18,2025-06-12
C1229,Retail farmer,Umreth,22,2025-06-13
C1230,Retail farmer,Balasinor,28,2025-06-13
C1231,Retail farmer,Mithapura,1,2025-06-13
C1232,Retail farmer,Balasinor,28,2025-06-13
C1233,Retail farmer,Dakor,12,2025-06-13
C1234,Retail farmer,Sevalia,18,2025-06-14
C1235,Retail farmer,Mahudha,30,2025-06-14
C1236,Retail farmer,Nadiad,38,2025-06-14
C1237,Retail farmer,Balasinor,28,2025-06-14
C1238,Retail farmer,Dakor,12,2025-06-14
C1239,Retail farmer,Mithapura,1,2025-06-15
C1240,Wholesale / dealer,Dakor,12,2025-06-15
C1241,Retail farmer,Jesapura,1,2025-06-15
C1242,Home gardener,Mithapura,1,2025-06-16
C1243,Retail farmer,Kathlal,35,2025-06-16
C1244,Retail farmer,Nadiad,38,2025-06-17
C1245,Home gardener,Kathlal,35,2025-06-17
C1246,Retail farmer,Anand,42,2025-06-17
C1247,Retail farmer,Balasinor,28,2025-06-17
C1248,Retail farmer,Anand,42,2025-06-17
C1249,Retail farmer,Kapadvanj,40,2025-06-17
C1250,Retail farmer,Mithapura,1,2025-06-18
C1251,Retail farmer,Kapadvanj,40,2025-06-18
C1252,Retail farmer,Nadiad,38,2025-06-18
C1253,Retail farmer,Nadiad,38,2025-06-18
C1254,Retail farmer,Thasra,9,2025-06-18
C1255,Retail farmer,Thasra,9,2025-06-18
C1256,Wholesale / dealer,Balasinor,28,2025-06-18
C1257,Home gardener,Thasra,9,2025-06-18
C1258,Retail farmer,Jesapura,1,2025-06-19
C1259,Retail farmer,Dakor,12,2025-06-19
C1260,Retail farmer,Mithapura,1,2025-06-19
C1261,Retail farmer,Thasra,9,2025-06-20
C1262,Retail farmer,Nadiad,38,2025-06-21
C1263,Retail farmer,Mahudha,30,2025-06-21
C1264,Retail farmer,Sevalia,18,2025-06-21
C1265,Retail farmer,Thasra,9,2025-06-21
C1266,Retail farmer,Kapadvanj,40,2025-06-22
C1267,Retail farmer,Anand,42,2025-06-22
C1268,Retail farmer,Thasra,9,2025-06-22
C1269,Retail farmer,Kathlal,35,2025-06-22
C1270,Retail farmer,Sevalia,18,2025-06-22
C1271,Home gardener,Jesapura,1,2025-06-23
C1272,Retail farmer,Thasra,9,2025-06-24
C1273,Retail farmer,Thasra,9,2025-06-24
C1274,Retail farmer,Dakor,12,2025-06-24
C1275,Retail farmer,Dakor,12,2025-06-25
C1276,Retail farmer,Dakor,12,2025-06-25
C1277,Retail farmer,Thasra,9,2025-06-25
C1278,Retail farmer,Jesapura,1,2025-06-25
C1279,Retail farmer,Anand,42,2025-06-26
C1280,Retail farmer,Dakor,12,2025-06-26
C1281,Retail farmer,Nadiad,38,2025-06-27
C1282,Wholesale / dealer,Mithapura,1,2025-06-27
C1283,Retail farmer,Umreth,22,2025-06-28
C1284,Retail farmer,Mahudha,30,2025-06-28
C1285,Retail farmer,Mahudha,30,2025-06-28
C1286,Retail farmer,Thasra,9,2025-06-28
C1287,Retail farmer,Balasinor,28,2025-06-28
C1288,Retail farmer,Dakor,12,2025-06-28
C1289,Retail farmer,Thasra,9,2025-06-28
C1290,Retail farmer,Sevalia,18,2025-06-29
C1291,Retail farmer,Balasinor,28,2025-06-29
C1292,Retail farmer,Umreth,22,2025-06-29
C1293,Home gardener,Jesapura,1,2025-06-29
C1294,Retail farmer,Mithapura,1,2025-06-29
C1295,Retail farmer,Jesapura,1,2025-06-30
C1296,Retail farmer,Dakor,12,2025-06-30
C1297,Retail farmer,Mahudha,30,2025-06-30
C1298,Retail farmer,Dakor,12,2025-06-30
C1299,Retail farmer,Nadiad,38,2025-06-30
C1300,Home gardener,Kathlal,35,2025-06-30
C1301,Retail farmer,Dakor,12,2025-06-30
C1302,Retail farmer,Dakor,12,2025-07-01
C1303,Retail farmer,Dakor,12,2025-07-01
C1304,Retail farmer,Umreth,22,2025-07-01
C1305,Retail farmer,Thasra,9,2025-07-01
C1306,Wholesale / dealer,Nadiad,38,2025-07-01
C1307,Retail farmer,Balasinor,28,2025-07-02
C1308,Retail farmer,Umreth,22,2025-07-02
C1309,Retail farmer,Anand,42,2025-07-02
C1310,Retail farmer,Thasra,9,2025-07-02
C1311,Retail farmer,Kathlal,35,2025-07-03
C1312,Retail farmer,Thasra,9,2025-07-03
C1313,Retail farmer,Umreth,22,2025-07-03
C1314,Retail farmer,Mithapura,1,2025-07-03
C1315,Retail farmer,Thasra,9,2025-07-03
C1316,Retail farmer,Mithapura,1,2025-07-03
C1317,Retail farmer,Dakor,12,2025-07-03
C1318,Retail farmer,Thasra,9,2025-07-03
C1319,Retail farmer,Sevalia,18,2025-07-03
C1320,Retail farmer,Dakor,12,2025-07-04
C1321,Retail farmer,Anand,42,2025-07-04
C1322,Retail farmer,Jesapura,1,2025-07-04
C1323,Retail farmer,Kapadvanj,40,2025-07-04
C1324,Wholesale / dealer,Dakor,12,2025-07-04
C1325,Retail farmer,Kathlal,35,2025-07-04
C1326,Wholesale / dealer,Kapadvanj,40,2025-07-04
C1327,Retail farmer,Kathlal,35,2025-07-04
C1328,Retail farmer,Dakor,12,2025-07-05
C1329,Retail farmer,Jesapura,1,2025-07-05
C1330,Retail farmer,Jesapura,1,2025-07-05
C1331,Retail farmer,Sevalia,18,2025-07-05
C1332,Home gardener,Nadiad,38,2025-07-05
C1333,Retail farmer,Jesapura,1,2025-07-05
C1334,Retail farmer,Umreth,22,2025-07-06
C1335,Retail farmer,Dakor,12,2025-07-06
C1336,Retail farmer,Thasra,9,2025-07-06
C1337,Retail farmer,Anand,42,2025-07-06
C1338,Retail farmer,Mithapura,1,2025-07-06
C1339,Retail farmer,Kathlal,35,2025-07-06
C1340,Retail farmer,Thasra,9,2025-07-06
C1341,Retail farmer,Sevalia,18,2025-07-06
C1342,Home gardener,Thasra,9,2025-07-06
C1343,Retail farmer,Umreth,22,2025-07-06
C1344,Home gardener,Kathlal,35,2025-07-06
C1345,Retail farmer,Kapadvanj,40,2025-07-06
C1346,Retail farmer,Balasinor,28,2025-07-06
C1347,Retail farmer,Kapadvanj,40,2025-07-07
C1348,Retail farmer,Mahudha,30,2025-07-07
C1349,Retail farmer,Nadiad,38,2025-07-07
C1350,Retail farmer,Mahudha,30,2025-07-07
C1351,Retail farmer,Nadiad,38,2025-07-07
C1352,Home gardener,Dakor,12,2025-07-07
C1353,Retail farmer,Balasinor,28,2025-07-07
C1354,Retail farmer,Nadiad,38,2025-07-07
C1355,Retail farmer,Balasinor,28,2025-07-08
C1356,Wholesale / dealer,Balasinor,28,2025-07-08
C1357,Retail farmer,Jesapura,1,2025-07-08
C1358,Retail farmer,Nadiad,38,2025-07-08
C1359,Retail farmer,Nadiad,38,2025-07-08
C1360,Home gardener,Anand,42,2025-07-09
C1361,Retail farmer,Sevalia,18,2025-07-09
C1362,Wholesale / dealer,Umreth,22,2025-07-09
C1363,Retail farmer,Sevalia,18,2025-07-09
C1364,Retail farmer,Kapadvanj,40,2025-07-09
C1365,Retail farmer,Balasinor,28,2025-07-09
C1366,Retail farmer,Nadiad,38,2025-07-09
C1367,Retail farmer,Thasra,9,2025-07-09
C1368,Retail farmer,Dakor,12,2025-07-09
C1369,Retail farmer,Thasra,9,2025-07-10
C1370,Retail farmer,Dakor,12,2025-07-10
C1371,Retail farmer,Sevalia,18,2025-07-10
C1372,Home gardener,Mahudha,30,2025-07-11
C1373,Retail farmer,Jesapura,1,2025-07-11
C1374,Retail farmer,Jesapura,1,2025-07-11
C1375,Retail farmer,Thasra,9,2025-07-11
C1376,Retail farmer,Dakor,12,2025-07-11
C1377,Retail farmer,Kathlal,35,2025-07-11
C1378,Retail farmer,Mahudha,30,2025-07-11
C1379,Retail farmer,Sevalia,18,2025-07-12
C1380,Retail farmer,Thasra,9,2025-07-12
C1381,Retail farmer,Balasinor,28,2025-07-12
C1382,Retail farmer,Thasra,9,2025-07-12
C1383,Retail farmer,Dakor,12,2025-07-12
C1384,Wholesale / dealer,Dakor,12,2025-07-12
C1385,Retail farmer,Thasra,9,2025-07-12
C1386,Home gardener,Kapadvanj,40,2025-07-12
C1387,Retail farmer,Umreth,22,2025-07-12
C1388,Retail farmer,Nadiad,38,2025-07-12
C1389,Wholesale / dealer,Mahudha,30,2025-07-13
C1390,Retail farmer,Dakor,12,2025-07-13
C1391,Retail farmer,Balasinor,28,2025-07-13
C1392,Retail farmer,Umreth,22,2025-07-13
C1393,Home gardener,Mithapura,1,2025-07-13
C1394,Retail farmer,Nadiad,38,2025-07-13
C1395,Retail farmer,Mahudha,30,2025-07-13
C1396,Retail farmer,Jesapura,1,2025-07-13
C1397,Wholesale / dealer,Umreth,22,2025-07-14
C1398,Retail farmer,Jesapura,1,2025-07-14
C1399,Home gardener,Anand,42,2025-07-14
C1400,Retail farmer,Kathlal,35,2025-07-14
C1401,Retail farmer,Jesapura,1,2025-07-14
C1402,Retail farmer,Dakor,12,2025-07-14
C1403,Retail farmer,Jesapura,1,2025-07-14
C1404,Retail farmer,Kathlal,35,2025-07-14
C1405,Retail farmer,Nadiad,38,2025-07-14
C1406,Retail farmer,Nadiad,38,2025-07-15
C1407,Retail farmer,Umreth,22,2025-07-15
C1408,Retail farmer,Nadiad,38,2025-07-15
C1409,Wholesale / dealer,Kapadvanj,40,2025-07-15
C1410,Wholesale / dealer,Mithapura,1,2025-07-15
C1411,Wholesale / dealer,Nadiad,38,2025-07-15
C1412,Retail farmer,Jesapura,1,2025-07-15
C1413,Retail farmer,Nadiad,38,2025-07-15
C1414,Wholesale / dealer,Nadiad,38,2025-07-16
C1415,Retail farmer,Kathlal,35,2025-07-16
C1416,Retail farmer,Nadiad,38,2025-07-16
C1417,Home gardener,Nadiad,38,2025-07-16
C1418,Wholesale / dealer,Sevalia,18,2025-07-16
C1419,Retail farmer,Balasinor,28,2025-07-16
C1420,Home gardener,Anand,42,2025-07-16
C1421,Wholesale / dealer,Nadiad,38,2025-07-17
C1422,Home gardener,Sevalia,18,2025-07-17
C1423,Retail farmer,Kathlal,35,2025-07-17
C1424,Retail farmer,Dakor,12,2025-07-18
C1425,Retail farmer,Thasra,9,2025-07-18
C1426,Wholesale / dealer,Kathlal,35,2025-07-18
C1427,Retail farmer,Dakor,12,2025-07-18
C1428,Wholesale / dealer,Umreth,22,2025-07-18
C1429,Retail farmer,Dakor,12,2025-07-18
C1430,Retail farmer,Anand,42,2025-07-19
C1431,Retail farmer,Dakor,12,2025-07-19
C1432,Retail farmer,Umreth,22,2025-07-19
C1433,Home gardener,Thasra,9,2025-07-20
C1434,Retail farmer,Umreth,22,2025-07-20
C1435,Wholesale / dealer,Umreth,22,2025-07-20
C1436,Retail farmer,Dakor,12,2025-07-21
C1437,Retail farmer,Sevalia,18,2025-07-21
C1438,Retail farmer,Dakor,12,2025-07-21
C1439,Home gardener,Thasra,9,2025-07-21
C1440,Retail farmer,Jesapura,1,2025-07-21
C1441,Retail farmer,Mahudha,30,2025-07-21
C1442,Retail farmer,Kathlal,35,2025-07-22
C1443,Retail farmer,Jesapura,1,2025-07-22
C1444,Home gardener,Nadiad,38,2025-07-22
C1445,Retail farmer,Anand,42,2025-07-22
C1446,Retail farmer,Nadiad,38,2025-07-22
C1447,Retail farmer,Balasinor,28,2025-07-22
C1448,Retail farmer,Jesapura,1,2025-07-22
C1449,Wholesale / dealer,Mithapura,1,2025-07-22
C1450,Retail farmer,Nadiad,38,2025-07-23
C1451,Home gardener,Mithapura,1,2025-07-23
C1452,Home gardener,Jesapura,1,2025-07-23
C1453,Retail farmer,Dakor,12,2025-07-23
C1454,Retail farmer,Mithapura,1,2025-07-23
C1455,Retail farmer,Dakor,12,2025-07-23
C1456,Retail farmer,Dakor,12,2025-07-23
C1457,Retail farmer,Kathlal,35,2025-07-23
C1458,Home gardener,Thasra,9,2025-07-23
C1459,Retail farmer,Kathlal,35,2025-07-23
C1460,Retail farmer,Mahudha,30,2025-07-24
C1461,Retail farmer,Umreth,22,2025-07-24
C1462,Retail farmer,Mithapura,1,2025-07-24
C1463,Home gardener,Jesapura,1,2025-07-24
C1464,Retail farmer,Anand,42,2025-07-24
C1465,Retail farmer,Mahudha,30,2025-07-25
C1466,Wholesale / dealer,Nadiad,38,2025-07-25
C1467,Retail farmer,Nadiad,38,2025-07-25
C1468,Wholesale / dealer,Nadiad,38,2025-07-25
C1469,Retail farmer,Mahudha,30,2025-07-25
C1470,Retail farmer,Mahudha,30,2025-07-25
C1471,Wholesale / dealer,Nadiad,38,2025-07-25
C1472,Retail farmer,Balasinor,28,2025-07-25
C1473,Retail farmer,Thasra,9,2025-07-25
C1474,Retail farmer,Mithapura,1,2025-07-26
C1475,Retail farmer,Sevalia,18,2025-07-26
C1476,Retail farmer,Dakor,12,2025-07-26
C1477,Retail farmer,Dakor,12,2025-07-26
C1478,Retail farmer,Thasra,9,2025-07-26
C1479,Retail farmer,Umreth,22,2025-07-26
C1480,Retail farmer,Kathlal,35,2025-07-27
C1481,Retail farmer,Nadiad,38,2025-07-27
C1482,Retail farmer,Mithapura,1,2025-07-27
C1483,Retail farmer,Anand,42,2025-07-27
C1484,Retail farmer,Sevalia,18,2025-07-27
C1485,Retail farmer,Jesapura,1,2025-07-27
C1486,Home gardener,Mithapura,1,2025-07-27
C1487,Retail farmer,Mithapura,1,2025-07-27
C1488,Retail farmer,Jesapura,1,2025-07-27
C1489,Retail farmer,Nadiad,38,2025-07-27
C1490,Retail farmer,Anand,42,2025-07-28
C1491,Retail farmer,Dakor,12,2025-07-28
C1492,Retail farmer,Kathlal,35,2025-07-28
C1493,Retail farmer,Kapadvanj,40,2025-07-28
C1494,Retail farmer,Balasinor,28,2025-07-28
C1495,Retail farmer,Sevalia,18,2025-07-28
C1496,Retail farmer,Kathlal,35,2025-07-28
C1497,Wholesale / dealer,Kapadvanj,40,2025-07-28
C1498,Wholesale / dealer,Sevalia,18,2025-07-29
C1499,Retail farmer,Kapadvanj,40,2025-07-29
C1500,Retail farmer,Sevalia,18,2025-07-29
C1501,Retail farmer,Thasra,9,2025-07-29
C1502,Retail farmer,Anand,42,2025-07-29
C1503,Retail farmer,Thasra,9,2025-07-29
C1504,Retail farmer,Jesapura,1,2025-07-29
C1505,Retail farmer,Thasra,9,2025-07-29
C1506,Retail farmer,Dakor,12,2025-07-29
C1507,Retail farmer,Umreth,22,2025-07-30
C1508,Retail farmer,Mithapura,1,2025-07-30
C1509,Home gardener,Dakor,12,2025-07-30
C1510,Retail farmer,Mahudha,30,2025-07-30
C1511,Wholesale / dealer,Thasra,9,2025-07-30
C1512,Retail farmer,Dakor,12,2025-07-31
C1513,Wholesale / dealer,Thasra,9,2025-07-31
C1514,Retail farmer,Balasinor,28,2025-07-31
C1515,Retail farmer,Jesapura,1,2025-07-31
C1516,Retail farmer,Nadiad,38,2025-07-31
C1517,Wholesale / dealer,Nadiad,38,2025-08-01
C1518,Retail farmer,Umreth,22,2025-08-01
C1519,Wholesale / dealer,Anand,42,2025-08-01
C1520,Retail farmer,Thasra,9,2025-08-01
C1521,Retail farmer,Kathlal,35,2025-08-01
C1522,Retail farmer,Dakor,12,2025-08-01
C1523,Retail farmer,Nadiad,38,2025-08-01
C1524,Retail farmer,Kathlal,35,2025-08-01
C1525,Retail farmer,Jesapura,1,2025-08-01
C1526,Retail farmer,Umreth,22,2025-08-01
C1527,Wholesale / dealer,Nadiad,38,2025-08-02
C1528,Wholesale / dealer,Umreth,22,2025-08-02
C1529,Retail farmer,Mahudha,30,2025-08-02
C1530,Retail farmer,Sevalia,18,2025-08-02
C1531,Retail farmer,Umreth,22,2025-08-02
C1532,Retail farmer,Dakor,12,2025-08-02
C1533,Retail farmer,Mahudha,30,2025-08-02
C1534,Retail farmer,Umreth,22,2025-08-03
C1535,Retail farmer,Jesapura,1,2025-08-03
C1536,Retail farmer,Kathlal,35,2025-08-03
C1537,Retail farmer,Jesapura,1,2025-08-03
C1538,Retail farmer,Dakor,12,2025-08-03
C1539,Home gardener,Thasra,9,2025-08-03
C1540,Retail farmer,Jesapura,1,2025-08-03
C1541,Retail farmer,Mithapura,1,2025-08-03
C1542,Home gardener,Sevalia,18,2025-08-03
C1543,Retail farmer,Mithapura,1,2025-08-03
C1544,Retail farmer,Jesapura,1,2025-08-03
C1545,Retail farmer,Kathlal,35,2025-08-03
C1546,Retail farmer,Umreth,22,2025-08-03
C1547,Wholesale / dealer,Kapadvanj,40,2025-08-04
C1548,Retail farmer,Mahudha,30,2025-08-04
C1549,Retail farmer,Anand,42,2025-08-04
C1550,Retail farmer,Thasra,9,2025-08-04
C1551,Retail farmer,Sevalia,18,2025-08-04
C1552,Retail farmer,Dakor,12,2025-08-04
C1553,Retail farmer,Mithapura,1,2025-08-04
C1554,Home gardener,Balasinor,28,2025-08-04
C1555,Retail farmer,Dakor,12,2025-08-04
C1556,Wholesale / dealer,Dakor,12,2025-08-05
C1557,Home gardener,Kapadvanj,40,2025-08-05
C1558,Retail farmer,Nadiad,38,2025-08-05
C1559,Home gardener,Kapadvanj,40,2025-08-05
C1560,Retail farmer,Anand,42,2025-08-06
C1561,Retail farmer,Thasra,9,2025-08-06
C1562,Wholesale / dealer,Jesapura,1,2025-08-06
C1563,Retail farmer,Thasra,9,2025-08-06
C1564,Wholesale / dealer,Kathlal,35,2025-08-06
C1565,Home gardener,Anand,42,2025-08-06
C1566,Retail farmer,Kapadvanj,40,2025-08-06
C1567,Wholesale / dealer,Mithapura,1,2025-08-06
C1568,Retail farmer,Kapadvanj,40,2025-08-06
C1569,Wholesale / dealer,Kathlal,35,2025-08-07
C1570,Wholesale / dealer,Mithapura,1,2025-08-07
C1571,Retail farmer,Sevalia,18,2025-08-07
C1572,Retail farmer,Kathlal,35,2025-08-07
C1573,Retail farmer,Kathlal,35,2025-08-07
C1574,Retail farmer,Thasra,9,2025-08-07
C1575,Retail farmer,Thasra,9,2025-08-07
C1576,Retail farmer,Mahudha,30,2025-08-08
C1577,Retail farmer,Kapadvanj,40,2025-08-08
C1578,Home gardener,Mithapura,1,2025-08-08
C1579,Retail farmer,Sevalia,18,2025-08-08
C1580,Retail farmer,Nadiad,38,2025-08-08
C1581,Retail farmer,Thasra,9,2025-08-08
C1582,Retail farmer,Umreth,22,2025-08-08
C1583,Home gardener,Sevalia,18,2025-08-09
C1584,Home gardener,Nadiad,38,2025-08-09
C1585,Retail farmer,Thasra,9,2025-08-09
C1586,Retail farmer,Mithapura,1,2025-08-09
C1587,Retail farmer,Anand,42,2025-08-09
C1588,Retail farmer,Anand,42,2025-08-09
C1589,Retail farmer,Dakor,12,2025-08-09
C1590,Retail farmer,Mahudha,30,2025-08-09
C1591,Home gardener,Mahudha,30,2025-08-09
C1592,Retail farmer,Sevalia,18,2025-08-10
C1593,Home gardener,Nadiad,38,2025-08-10
C1594,Retail farmer,Thasra,9,2025-08-10
C1595,Retail farmer,Kathlal,35,2025-08-10
C1596,Retail farmer,Kapadvanj,40,2025-08-11
C1597,Retail farmer,Dakor,12,2025-08-11
C1598,Retail farmer,Kathlal,35,2025-08-11
C1599,Retail farmer,Mithapura,1,2025-08-11
C1600,Retail farmer,Dakor,12,2025-08-11
C1601,Retail farmer,Sevalia,18,2025-08-11
C1602,Retail farmer,Mahudha,30,2025-08-11
C1603,Retail farmer,Jesapura,1,2025-08-12
C1604,Retail farmer,Dakor,12,2025-08-12
C1605,Retail farmer,Sevalia,18,2025-08-12
C1606,Retail farmer,Thasra,9,2025-08-12
C1607,Retail farmer,Dakor,12,2025-08-12
C1608,Retail farmer,Sevalia,18,2025-08-12
C1609,Retail farmer,Jesapura,1,2025-08-12
C1610,Home gardener,Umreth,22,2025-08-12
C1611,Wholesale / dealer,Thasra,9,2025-08-12
C1612,Retail farmer,Nadiad,38,2025-08-13
C1613,Home gardener,Mahudha,30,2025-08-13
C1614,Retail farmer,Nadiad,38,2025-08-13
C1615,Retail farmer,Mahudha,30,2025-08-13
C1616,Retail farmer,Mithapura,1,2025-08-13
C1617,Retail farmer,Mahudha,30,2025-08-14
