order_id,order_date,customer_id,customer_type,variety_id,crop,method,quantity,unit_price_inr,discount_pct,revenue_inr,payment_mode,channel,fulfilment
O004033,2025-09-05,C0404,Wholesale / dealer,V16,Tobacco,Nursery bed,18900,0.12,11.1,2016.25,UPI,Phone call,Van delivery
O004034,2025-09-05,C0478,Wholesale / dealer,V16,Tobacco,Nursery bed,44500,0.12,9.8,4816.68,Credit,Walk-in,Self pickup
O004035,2025-09-06,C1759,Wholesale / dealer,V01,Chilli,Nursery bed,5400,1.16,11.0,5574.96,UPI,Walk-in,Van delivery
O004036,2025-09-06,C0306,Home gardener,V07,Chilli,Pro-tray,90,1.31,0.0,117.9,UPI,Walk-in,Self pickup
O004037,2025-09-06,C1760,Retail farmer,V01,Chilli,Pro-tray,2400,1.65,0.0,3960.0,UPI,Phone call,Self pickup
O004038,2025-09-06,C1761,Retail farmer,V07,Chilli,Nursery bed,2400,0.93,0.0,2232.0,UPI,WhatsApp,Self pickup
O004039,2025-09-06,C1762,Retail farmer,V08,Chilli,Nursery bed,2000,1.16,0.0,2320.0,UPI,Walk-in,Self pickup
O004040,2025-09-06,C0445,Retail farmer,V02,Chilli,Nursery bed,2400,1.09,0.0,2616.0,UPI,Walk-in,Self pickup
O004041,2025-09-06,C0590,Retail farmer,V11,Capsicum,Pro-tray,2600,3.37,0.0,8762.0,UPI,Walk-in,Van delivery
O004042,2025-09-06,C1763,Retail farmer,V11,Capsicum,Pro-tray,1000,3.35,0.0,3350.0,UPI,Walk-in,Self pickup
O004043,2025-09-06,C1048,Retail farmer,V14,Marigold,Nursery bed,1200,1.33,0.0,1596.0,Cash,WhatsApp,Self pickup
O004044,2025-09-06,C1764,Retail farmer,V16,Tobacco,Nursery bed,17900,0.13,3.2,2252.54,Cash,WhatsApp,Van delivery
O004045,2025-09-06,C1765,Retail farmer,V16,Tobacco,Nursery bed,18600,0.13,3.2,2340.62,Credit,WhatsApp,Van delivery
O004046,2025-09-06,C1176,Wholesale / dealer,V16,Tobacco,Nursery bed,48700,0.13,9.8,5710.56,Credit,Walk-in,Van delivery
O004047,2025-09-06,C1766,Retail farmer,V16,Tobacco,Nursery bed,11200,0.13,3.3,1407.95,UPI,Walk-in,Van delivery
O004048,2025-09-07,C1767,Wholesale / dealer,V07,Chilli,Pro-tray,5900,1.27,10.4,6713.73,Cash,Walk-in,Self pickup
O004049,2025-09-07,C0682,Retail farmer,V08,Chilli,Pro-tray,1300,1.61,0.0,2093.0,Cash,WhatsApp,Self pickup
O004050,2025-09-07,C1049,Retail farmer,V09,Chilli,Nursery bed,600,1.26,0.0,756.0,Cash,Phone call,Self pickup
O004051,2025-09-07,C1303,Retail farmer,V01,Chilli,Pro-tray,1800,1.63,0.0,2934.0,UPI,Phone call,Self pickup
O004052,2025-09-07,C1768,Retail farmer,V03,Chilli,Pro-tray,3900,1.74,0.0,6786.0,UPI,Walk-in,Self pickup
O004053,2025-09-07,C1127,Wholesale / dealer,V03,Chilli,Pro-tray,8500,1.72,11.3,12967.94,Credit,Walk-in,Self pickup
O004054,2025-09-07,C1195,Retail farmer,V02,Chilli,Nursery bed,1100,1.13,0.0,1243.0,UPI,Walk-in,Self pickup
O004055,2025-09-07,C1550,Retail farmer,V01,Chilli,Pro-tray,1300,1.61,0.0,2093.0,Cash,Walk-in,Self pickup
O004056,2025-09-07,C0708,Retail farmer,V07,Chilli,Pro-tray,1400,1.35,0.0,1890.0,Cash,WhatsApp,Van delivery
O004057,2025-09-07,C1769,Retail farmer,V11,Capsicum,Pro-tray,1200,3.3,0.0,3960.0,UPI,Phone call,Self pickup
O004058,2025-09-07,C1770,Retail farmer,V12,Tomato,Pro-tray,2300,1.84,0.0,4232.0,Cash,Walk-in,Self pickup
O004059,2025-09-07,C1771,Retail farmer,V12,Tomato,Nursery bed,800,1.33,0.0,1064.0,UPI,Walk-in,Self pickup
O004060,2025-09-07,C0630,Retail farmer,V12,Tomato,Pro-tray,1100,1.91,0.0,2101.0,Credit,WhatsApp,Self pickup
O004061,2025-09-07,C0524,Retail farmer,V14,Marigold,Pro-tray,1200,1.92,0.0,2304.0,Cash,Walk-in,Self pickup
O004062,2025-09-07,C0522,Wholesale / dealer,V15,Marigold,Pro-tray,10400,1.78,10.9,16494.19,Cash,Phone call,Self pickup
O004063,2025-09-07,C1020,Wholesale / dealer,V16,Tobacco,Nursery bed,33600,0.13,9.6,3948.67,Credit,Walk-in,Van delivery
O004064,2025-09-07,C1515,Retail farmer,V16,Tobacco,Nursery bed,5600,0.12,0.2,670.66,UPI,Phone call,Van delivery
O004065,2025-09-07,C0915,Wholesale / dealer,V16,Tobacco,Nursery bed,17500,0.13,8.6,2079.35,UPI,Phone call,Van delivery
O004066,2025-09-07,C1772,Wholesale / dealer,V16,Tobacco,Nursery bed,26100,0.13,9.9,3057.09,UPI,Walk-in,Van delivery
O004067,2025-09-07,C1428,Wholesale / dealer,V16,Tobacco,Nursery bed,40800,0.13,11.4,4699.34,Credit,Walk-in,Van delivery
O004068,2025-09-07,C1678,Retail farmer,V16,Tobacco,Nursery bed,5900,0.13,0.7,761.63,Cash,WhatsApp,Self pickup
O004069,2025-09-07,C1355,Retail farmer,V16,Tobacco,Nursery bed,8700,0.13,0.6,1124.21,UPI,WhatsApp,Van delivery
O004070,2025-09-07,C0762,Wholesale / dealer,V16,Tobacco,Nursery bed,29700,0.13,9.5,3494.2,Cash,Walk-in,Van delivery
O004071,2025-09-07,C1773,Retail farmer,V16,Tobacco,Nursery bed,21800,0.13,1.9,2780.15,Cash,WhatsApp,Van delivery
O004072,2025-09-07,C1774,Retail farmer,V16,Tobacco,Nursery bed,14000,0.13,2.4,1776.32,Cash,Walk-in,Self pickup
O004073,2025-09-08,C0667,Retail farmer,V04,Chilli,Pro-tray,2200,1.79,0.0,3938.0,UPI,WhatsApp,Self pickup
O004074,2025-09-08,C1775,Retail farmer,V07,Chilli,Nursery bed,4400,0.94,0.0,4136.0,Cash,WhatsApp,Self pickup
O004075,2025-09-08,C1776,Retail farmer,V10,Chilli,Pro-tray,500,1.42,0.0,710.0,Cash,WhatsApp,Self pickup
O004076,2025-09-08,C0972,Retail farmer,V08,Chilli,Pro-tray,1400,1.61,0.0,2254.0,UPI,WhatsApp,Self pickup
O004077,2025-09-08,C0417,Wholesale / dealer,V01,Chilli,Pro-tray,3400,1.62,11.7,4863.56,Credit,Phone call,Self pickup
O004078,2025-09-08,C1036,Retail farmer,V12,Tomato,Pro-tray,500,1.84,0.0,920.0,Cash,Walk-in,Self pickup
O004079,2025-09-08,C1777,Wholesale / dealer,V14,Marigold,Pro-tray,5000,1.86,9.7,8397.9,UPI,Phone call,Van delivery
O004080,2025-09-08,C0255,Retail farmer,V16,Tobacco,Nursery bed,2400,0.13,0.0,312.0,Credit,WhatsApp,Self pickup
O004081,2025-09-08,C0287,Wholesale / dealer,V16,Tobacco,Nursery bed,48300,0.13,8.7,5732.73,UPI,WhatsApp,Van delivery
O004082,2025-09-08,C1527,Wholesale / dealer,V16,Tobacco,Nursery bed,55600,0.13,9.6,6534.11,Cash,Phone call,Van delivery
O004083,2025-09-09,C1778,Wholesale / dealer,V05,Chilli,Pro-tray,4100,1.72,9.2,6403.22,UPI,Walk-in,Self pickup
O004084,2025-09-09,C1047,Wholesale / dealer,V07,Chilli,Pro-tray,2300,1.33,11.9,2694.98,UPI,Phone call,Van delivery
O004085,2025-09-09,C1779,Home gardener,V08,Chilli,Pro-tray,110,1.58,0.0,173.8,Cash,Phone call,Self pickup
O004086,2025-09-09,C1780,Retail farmer,V06,Chilli,Pro-tray,2300,1.4,0.0,3220.0,Cash,Phone call,Self pickup
O004087,2025-09-09,C1144,Retail farmer,V05,Chilli,Nursery bed,1400,1.21,0.0,1694.0,Cash,Walk-in,Self pickup
O004088,2025-09-09,C1781,Retail farmer,V07,Chilli,Pro-tray,800,1.28,0.0,1024.0,Credit,WhatsApp,Self pickup
O004089,2025-09-09,C1411,Wholesale / dealer,V01,Chilli,Pro-tray,14600,1.63,11.0,21180.22,UPI,Walk-in,Van delivery
O004090,2025-09-09,C1742,Retail farmer,V11,Capsicum,Pro-tray,500,3.4,0.0,1700.0,Cash,Phone call,Self pickup
O004091,2025-09-09,C1298,Retail farmer,V12,Tomato,Nursery bed,700,1.29,0.0,903.0,UPI,Phone call,Self pickup
O004092,2025-09-09,C1782,Retail farmer,V13,Brinjal,Pro-tray,600,1.23,0.0,738.0,UPI,Walk-in,Self pickup
O004093,2025-09-09,C1783,Retail farmer,V13,Brinjal,Nursery bed,500,0.82,0.0,410.0,UPI,Walk-in,Self pickup
O004094,2025-09-09,C0516,Retail farmer,V16,Tobacco,Nursery bed,14200,0.13,3.5,1781.39,Cash,Walk-in,Van delivery
O004095,2025-09-09,C0547,Retail farmer,V16,Tobacco,Nursery bed,8000,0.12,0.3,957.12,UPI,Walk-in,Van delivery
O004096,2025-09-10,C1784,Retail farmer,V06,Chilli,Nursery bed,3200,0.94,0.0,3008.0,UPI,Phone call,Van delivery
O004097,2025-09-10,C0990,Retail farmer,V10,Chilli,Nursery bed,1100,1.0,0.0,1100.0,UPI,Walk-in,Self pickup
O004098,2025-09-10,C1433,Home gardener,V01,Chilli,Pro-tray,200,1.63,0.0,326.0,Credit,Phone call,Van delivery
O004099,2025-09-10,C1517,Wholesale / dealer,V05,Chilli,Pro-tray,14700,1.72,10.7,22578.61,UPI,WhatsApp,Van delivery
O004100,2025-09-10,C1785,Retail farmer,V16,Tobacco,Nursery bed,4900,0.13,0.0,637.0,Credit,Walk-in,Self pickup
O004101,2025-09-10,C0500,Wholesale / dealer,V16,Tobacco,Nursery bed,20900,0.12,8.1,2304.85,UPI,Walk-in,Van delivery
O004102,2025-09-11,C0197,Retail farmer,V01,Chilli,Pro-tray,2700,1.64,0.0,4428.0,Cash,Walk-in,Van delivery
O004103,2025-09-11,C1786,Wholesale / dealer,V02,Chilli,Nursery bed,9800,1.09,11.7,9432.21,Credit,WhatsApp,Van delivery
O004104,2025-09-11,C1787,Retail farmer,V06,Chilli,Nursery bed,3100,0.96,0.0,2976.0,UPI,Phone call,Self pickup
O004105,2025-09-11,C0351,Retail farmer,V06,Chilli,Pro-tray,1600,1.37,0.0,2192.0,UPI,Walk-in,Self pickup
O004106,2025-09-11,C0650,Retail farmer,V03,Chilli,Nursery bed,1500,1.21,0.0,1815.0,Cash,Phone call,Van delivery
O004107,2025-09-11,C0515,Retail farmer,V01,Chilli,Pro-tray,300,1.64,0.0,492.0,UPI,WhatsApp,Self pickup
O004108,2025-09-11,C0347,Wholesale / dealer,V08,Chilli,Pro-tray,17500,1.63,10.3,25586.92,Cash,Walk-in,Self pickup
O004109,2025-09-11,C1594,Retail farmer,V05,Chilli,Nursery bed,1400,1.17,0.0,1638.0,Cash,Phone call,Van delivery
O004110,2025-09-11,C0239,Retail farmer,V12,Tomato,Pro-tray,600,1.87,0.0,1122.0,UPI,Phone call,Van delivery
O004111,2025-09-11,C1186,Retail farmer,V15,Marigold,Pro-tray,700,1.78,0.0,1246.0,UPI,Walk-in,Self pickup
O004112,2025-09-11,C0891,Home gardener,V14,Marigold,Pro-tray,90,1.92,0.0,172.8,UPI,Walk-in,Self pickup
O004113,2025-09-11,C1788,Home gardener,V14,Marigold,Pro-tray,110,1.87,0.0,205.7,Credit,Phone call,Van delivery
O004114,2025-09-11,C1195,Retail farmer,V15,Marigold,Nursery bed,1000,1.28,0.0,1280.0,UPI,Walk-in,Van delivery
O004115,2025-09-11,C1789,Retail farmer,V16,Tobacco,Nursery bed,8600,0.13,3.2,1082.22,Cash,Phone call,Self pickup
O004116,2025-09-11,C0475,Wholesale / dealer,V16,Tobacco,Nursery bed,41600,0.13,9.8,4878.02,UPI,Walk-in,Self pickup
O004117,2025-09-11,C1790,Retail farmer,V16,Tobacco,Nursery bed,8800,0.12,3.0,1024.32,UPI,Phone call,Self pickup
O004118,2025-09-11,C0931,Wholesale / dealer,V16,Tobacco,Nursery bed,112100,0.13,10.2,13086.55,UPI,WhatsApp,Self pickup
O004119,2025-09-11,C1791,Retail farmer,V16,Tobacco,Nursery bed,5100,0.13,0.5,659.68,Credit,Phone call,Van delivery
O004120,2025-09-12,C1792,Retail farmer,V07,Chilli,Nursery bed,1000,0.91,0.0,910.0,Cash,Phone call,Self pickup
O004121,2025-09-12,C0623,Retail farmer,V05,Chilli,Pro-tray,700,1.66,0.0,1162.0,Cash,Walk-in,Self pickup
O004122,2025-09-12,C1793,Retail farmer,V05,Chilli,Pro-tray,2500,1.69,0.0,4225.0,Credit,Walk-in,Self pickup
O004123,2025-09-12,C1138,Retail farmer,V03,Chilli,Pro-tray,2400,1.78,0.0,4272.0,UPI,Walk-in,Self pickup
O004124,2025-09-12,C0729,Wholesale / dealer,V03,Chilli,Pro-tray,2100,1.69,10.0,3194.1,UPI,Walk-in,Self pickup
O004125,2025-09-12,C1794,Retail farmer,V11,Capsicum,Pro-tray,1900,3.33,0.0,6327.0,Cash,Walk-in,Van delivery
O004126,2025-09-12,C0425,Retail farmer,V11,Capsicum,Pro-tray,800,3.32,0.0,2656.0,UPI,WhatsApp,Self pickup
O004127,2025-09-12,C1795,Home gardener,V12,Tomato,Pro-tray,80,1.84,0.0,147.2,UPI,Walk-in,Self pickup
O004128,2025-09-12,C0416,Retail farmer,V14,Marigold,Nursery bed,400,1.38,0.0,552.0,Cash,Walk-in,Self pickup
O004129,2025-09-12,C1796,Retail farmer,V16,Tobacco,Nursery bed,16700,0.12,3.7,1929.85,Credit,Walk-in,Van delivery
O004130,2025-09-12,C0182,Wholesale / dealer,V16,Tobacco,Nursery bed,22300,0.13,9.8,2614.9,UPI,WhatsApp,Van delivery
O004131,2025-09-12,C0111,Retail farmer,V16,Tobacco,Nursery bed,3500,0.13,0.0,455.0,Credit,Walk-in,Self pickup
O004132,2025-09-13,C1012,Retail farmer,V06,Chilli,Pro-tray,2500,1.34,0.0,3350.0,Cash,WhatsApp,Self pickup
O004133,2025-09-13,C1797,Retail farmer,V01,Chilli,Nursery bed,4500,1.15,0.0,5175.0,Credit,Walk-in,Self pickup
O004134,2025-09-13,C1497,Wholesale / dealer,V05,Chilli,Pro-tray,5100,1.66,8.7,7729.46,Credit,Phone call,Van delivery
O004135,2025-09-13,C1798,Home gardener,V07,Chilli,Pro-tray,140,1.32,0.0,184.8,Cash,Walk-in,Self pickup
O004136,2025-09-13,C1799,Retail farmer,V11,Capsicum,Pro-tray,300,3.44,0.0,1032.0,UPI,Walk-in,Self pickup
O004137,2025-09-13,C1234,Retail farmer,V11,Capsicum,Pro-tray,1000,3.45,0.0,3450.0,Cash,Phone call,Self pickup
O004138,2025-09-13,C0743,Retail farmer,V12,Tomato,Nursery bed,1000,1.33,0.0,1330.0,UPI,Phone call,Self pickup
O004139,2025-09-13,C0862,Retail farmer,V12,Tomato,Pro-tray,700,1.92,0.0,1344.0,UPI,Phone call,Self pickup
O004140,2025-09-13,C1800,Retail farmer,V12,Tomato,Nursery bed,1800,1.35,0.0,2430.0,Cash,Walk-in,Self pickup
O004141,2025-09-13,C1801,Wholesale / dealer,V13,Brinjal,Pro-tray,5300,1.29,9.5,6187.48,UPI,Walk-in,Van delivery
O004142,2025-09-13,C1236,Retail farmer,V14,Marigold,Pro-tray,2100,1.95,0.0,4095.0,Credit,Phone call,Self pickup
O004143,2025-09-13,C1802,Retail farmer,V15,Marigold,Pro-tray,2500,1.83,0.0,4575.0,Cash,Phone call,Self pickup
O004144,2025-09-13,C1803,Retail farmer,V16,Tobacco,Nursery bed,15100,0.13,3.5,1894.29,UPI,WhatsApp,Van delivery
O004145,2025-09-14,C0208,Retail farmer,V03,Chilli,Nursery bed,1900,1.23,0.0,2337.0,Cash,Walk-in,Self pickup
O004146,2025-09-14,C1804,Retail farmer,V03,Chilli,Nursery bed,600,1.22,0.0,732.0,UPI,Walk-in,Self pickup
O004147,2025-09-14,C0066,Wholesale / dealer,V04,Chilli,Pro-tray,11200,1.77,9.3,17980.37,UPI,Walk-in,Van delivery
O004148,2025-09-14,C0758,Wholesale / dealer,V05,Chilli,Pro-tray,16300,1.65,9.8,24259.29,UPI,WhatsApp,Van delivery
O004149,2025-09-14,C1805,Retail farmer,V11,Capsicum,Pro-tray,3300,3.31,0.0,10923.0,Cash,Phone call,Self pickup
O004150,2025-09-14,C1806,Retail farmer,V11,Capsicum,Pro-tray,1000,3.39,0.0,3390.0,Credit,Walk-in,Self pickup
O004151,2025-09-14,C0938,Retail farmer,V12,Tomato,Pro-tray,900,1.88,0.0,1692.0,Cash,Phone call,Van delivery
O004152,2025-09-14,C1807,Retail farmer,V13,Brinjal,Pro-tray,1000,1.28,0.0,1280.0,UPI,Walk-in,Self pickup
O004153,2025-09-14,C1808,Retail farmer,V13,Brinjal,Nursery bed,900,0.84,0.0,756.0,Cash,Walk-in,Self pickup
O004154,2025-09-14,C1809,Retail farmer,V14,Marigold,Nursery bed,2700,1.35,0.0,3645.0,UPI,Phone call,Self pickup
O004155,2025-09-14,C1810,Retail farmer,V15,Marigold,Pro-tray,400,1.78,0.0,712.0,Credit,WhatsApp,Self pickup
O004156,2025-09-14,C0088,Retail farmer,V16,Tobacco,Nursery bed,8000,0.13,0.4,1035.84,Cash,WhatsApp,Self pickup
O004157,2025-09-14,C1811,Retail farmer,V16,Tobacco,Nursery bed,3900,0.12,0.0,468.0,UPI,WhatsApp,Self pickup
O004158,2025-09-14,C1812,Retail farmer,V16,Tobacco,Nursery bed,18800,0.12,2.3,2204.11,Cash,Phone call,Van delivery
O004159,2025-09-15,C0040,Retail farmer,V07,Chilli,Nursery bed,2500,0.92,0.0,2300.0,Cash,Phone call,Self pickup
O004160,2025-09-15,C1813,Retail farmer,V07,Chilli,Pro-tray,800,1.35,0.0,1080.0,Cash,Phone call,Self pickup
O004161,2025-09-15,C0579,Wholesale / dealer,V10,Chilli,Pro-tray,5400,1.45,8.8,7140.96,Cash,Phone call,Van delivery
O004162,2025-09-15,C0303,Retail farmer,V08,Chilli,Nursery bed,1500,1.17,0.0,1755.0,UPI,Walk-in,Self pickup
O004163,2025-09-15,C1814,Retail farmer,V02,Chilli,Pro-tray,900,1.62,0.0,1458.0,UPI,Walk-in,Self pickup
O004164,2025-09-15,C0874,Wholesale / dealer,V01,Chilli,Pro-tray,13600,1.67,10.0,20440.8,UPI,Phone call,Self pickup
O004165,2025-09-15,C1815,Home gardener,V12,Tomato,Pro-tray,20,1.91,0.0,38.2,Cash,WhatsApp,Self pickup
O004166,2025-09-15,C1816,Retail farmer,V12,Tomato,Nursery bed,400,1.34,0.0,536.0,UPI,Walk-in,Self pickup
O004167,2025-09-15,C1817,Retail farmer,V13,Brinjal,Nursery bed,900,0.84,0.0,756.0,Credit,Walk-in,Self pickup
O004168,2025-09-16,C0999,Retail farmer,V03,Chilli,Pro-tray,500,1.71,0.0,855.0,Cash,Walk-in,Van delivery
O004169,2025-09-16,C1818,Retail farmer,V09,Chilli,Pro-tray,3100,1.78,0.0,5518.0,Cash,Walk-in,Self pickup
O004170,2025-09-16,C0590,Retail farmer,V07,Chilli,Nursery bed,500,0.93,0.0,465.0,Cash,Phone call,Self pickup
O004171,2025-09-16,C0491,Retail farmer,V03,Chilli,Pro-tray,1500,1.69,0.0,2535.0,Cash,Walk-in,Self pickup
O004172,2025-09-16,C1494,Retail farmer,V04,Chilli,Nursery bed,1600,1.29,0.0,2064.0,Cash,Phone call,Self pickup
O004173,2025-09-16,C1526,Retail farmer,V07,Chilli,Nursery bed,1000,0.92,0.0,920.0,Credit,Walk-in,Self pickup
O004174,2025-09-16,C0700,Retail farmer,V01,Chilli,Nursery bed,4600,1.16,0.0,5336.0,Cash,Walk-in,Self pickup
O004175,2025-09-16,C1819,Retail farmer,V12,Tomato,Pro-tray,600,1.88,0.0,1128.0,Cash,Walk-in,Van delivery
O004176,2025-09-16,C1820,Retail farmer,V12,Tomato,Pro-tray,1000,1.9,0.0,1900.0,UPI,Walk-in,Self pickup
O004177,2025-09-16,C1821,Retail farmer,V14,Marigold,Pro-tray,900,1.91,0.0,1719.0,Cash,Walk-in,Self pickup
O004178,2025-09-16,C1822,Home gardener,V15,Marigold,Pro-tray,100,1.84,0.0,184.0,UPI,WhatsApp,Self pickup
O004179,2025-09-16,C0824,Retail farmer,V16,Tobacco,Nursery bed,12100,0.12,3.1,1406.99,Cash,Phone call,Van delivery
O004180,2025-09-16,C1677,Retail farmer,V16,Tobacco,Nursery bed,14800,0.13,1.8,1889.37,Cash,Phone call,Van delivery
O004181,2025-09-16,C1379,Retail farmer,V16,Tobacco,Nursery bed,6400,0.12,0.3,765.7,UPI,WhatsApp,Self pickup
O004182,2025-09-16,C1561,Retail farmer,V16,Tobacco,Nursery bed,2900,0.13,0.0,377.0,UPI,Phone call,Self pickup
O004183,2025-09-17,C0701,Retail farmer,V08,Chilli,Pro-tray,2600,1.58,0.0,4108.0,Cash,Walk-in,Self pickup
O004184,2025-09-17,C1823,Retail farmer,V03,Chilli,Nursery bed,700,1.21,0.0,847.0,Cash,Phone call,Self pickup
O004185,2025-09-17,C1429,Retail farmer,V01,Chilli,Nursery bed,5900,1.12,2.6,6436.19,Cash,Walk-in,Van delivery
O004186,2025-09-17,C1824,Retail farmer,V02,Chilli,Nursery bed,1100,1.11,0.0,1221.0,UPI,Phone call,Van delivery
O004187,2025-09-17,C1790,Retail farmer,V12,Tomato,Pro-tray,2900,1.92,0.0,5568.0,Cash,WhatsApp,Self pickup
O004188,2025-09-17,C1825,Home gardener,V12,Tomato,Pro-tray,160,1.89,0.0,302.4,UPI,Walk-in,Self pickup
O004189,2025-09-17,C1826,Retail farmer,V16,Tobacco,Nursery bed,10500,0.13,3.7,1314.5,Credit,Walk-in,Van delivery
O004190,2025-09-17,C0333,Retail farmer,V16,Tobacco,Nursery bed,4900,0.12,0.0,588.0,UPI,WhatsApp,Self pickup
O004191,2025-09-17,C1827,Retail farmer,V16,Tobacco,Nursery bed,6700,0.13,1.3,859.68,Cash,Walk-in,Self pickup
O004192,2025-09-18,C1209,Retail farmer,V12,Tomato,Pro-tray,500,1.86,0.0,930.0,Cash,Phone call,Self pickup
O004193,2025-09-18,C1828,Retail farmer,V12,Tomato,Pro-tray,1400,1.89,0.0,2646.0,Cash,Phone call,Self pickup
O004194,2025-09-18,C1829,Retail farmer,V12,Tomato,Nursery bed,1200,1.3,0.0,1560.0,UPI,Walk-in,Van delivery
O004195,2025-09-19,C0638,Wholesale / dealer,V01,Chilli,Pro-tray,2200,1.59,11.7,3088.73,UPI,Walk-in,Van delivery
O004196,2025-09-19,C0633,Retail farmer,V06,Chilli,Pro-tray,1400,1.37,0.0,1918.0,Cash,WhatsApp,Self pickup
O004197,2025-09-19,C1830,Retail farmer,V03,Chilli,Nursery bed,1900,1.22,0.0,2318.0,Cash,Walk-in,Self pickup
O004198,2025-09-19,C1615,Retail farmer,V05,Chilli,Pro-tray,2600,1.64,0.0,4264.0,UPI,WhatsApp,Self pickup
O004199,2025-09-19,C0626,Wholesale / dealer,V11,Capsicum,Nursery bed,3300,2.5,11.5,7301.25,UPI,Phone call,Self pickup
O004200,2025-09-19,C0688,Retail farmer,V13,Brinjal,Pro-tray,2100,1.25,0.0,2625.0,UPI,Phone call,Self pickup
O004201,2025-09-19,C1831,Retail farmer,V13,Brinjal,Pro-tray,200,1.27,0.0,254.0,UPI,WhatsApp,Self pickup
O004202,2025-09-19,C0301,Retail farmer,V14,Marigold,Pro-tray,400,1.92,0.0,768.0,UPI,Phone call,Self pickup
O004203,2025-09-19,C1709,Retail farmer,V16,Tobacco,Nursery bed,7700,0.12,0.3,921.23,Cash,Phone call,Van delivery
O004204,2025-09-20,C0249,Wholesale / dealer,V09,Chilli,Nursery bed,5400,1.23,8.4,6084.07,Cash,Walk-in,Van delivery
O004205,2025-09-20,C0270,Retail farmer,V03,Chilli,Nursery bed,800,1.19,0.0,952.0,Credit,Walk-in,Self pickup
O004206,2025-09-20,C1577,Retail farmer,V05,Chilli,Nursery bed,1100,1.2,0.0,1320.0,Cash,Walk-in,Self pickup
O004207,2025-09-20,C1832,Retail farmer,V03,Chilli,Nursery bed,1800,1.24,0.0,2232.0,Cash,Phone call,Self pickup
O004208,2025-09-20,C0749,Retail farmer,V11,Capsicum,Pro-tray,600,3.32,0.0,1992.0,Cash,Walk-in,Self pickup
O004209,2025-09-20,C1833,Retail farmer,V12,Tomato,Nursery bed,600,1.29,0.0,774.0,Cash,WhatsApp,Self pickup
O004210,2025-09-20,C1834,Retail farmer,V15,Marigold,Pro-tray,1900,1.78,0.0,3382.0,Cash,WhatsApp,Self pickup
O004211,2025-09-20,C1835,Retail farmer,V15,Marigold,Pro-tray,1600,1.82,0.0,2912.0,UPI,Walk-in,Self pickup
O004212,2025-09-20,C0556,Retail farmer,V16,Tobacco,Nursery bed,8700,0.13,2.6,1101.59,Cash,Phone call,Self pickup
O004213,2025-09-20,C0133,Retail farmer,V16,Tobacco,Nursery bed,9800,0.12,3.3,1137.19,Cash,Walk-in,Van delivery
O004214,2025-09-20,C1397,Wholesale / dealer,V16,Tobacco,Nursery bed,53800,0.13,10.0,6294.6,Credit,Walk-in,Van delivery
O004215,2025-09-20,C1836,Retail farmer,V16,Tobacco,Nursery bed,5100,0.13,0.6,659.02,UPI,WhatsApp,Van delivery
O004216,2025-09-21,C0165,Retail farmer,V07,Chilli,Pro-tray,1800,1.33,0.0,2394.0,UPI,Phone call,Self pickup
O004217,2025-09-21,C0478,Wholesale / dealer,V07,Chilli,Pro-tray,2700,1.34,9.9,3259.82,Credit,WhatsApp,Self pickup
O004218,2025-09-21,C1738,Retail farmer,V03,Chilli,Pro-tray,1100,1.69,0.0,1859.0,Cash,Walk-in,Self pickup
O004219,2025-09-21,C1837,Retail farmer,V02,Chilli,Pro-tray,2900,1.57,0.0,4553.0,UPI,Walk-in,Van delivery
O004220,2025-09-21,C0563,Retail farmer,V01,Chilli,Pro-tray,2100,1.64,0.0,3444.0,UPI,Phone call,Self pickup
O004221,2025-09-21,C1838,Retail farmer,V02,Chilli,Nursery bed,1800,1.09,0.0,1962.0,UPI,Phone call,Self pickup
O004222,2025-09-21,C0915,Wholesale / dealer,V08,Chilli,Nursery bed,6200,1.15,8.6,6516.82,Credit,Phone call,Van delivery
O004223,2025-09-21,C0300,Retail farmer,V11,Capsicum,Pro-tray,600,3.4,0.0,2040.0,Cash,WhatsApp,Self pickup
O004224,2025-09-21,C1011,Retail farmer,V12,Tomato,Nursery bed,1500,1.35,0.0,2025.0,Cash,Walk-in,Self pickup
O004225,2025-09-21,C0478,Wholesale / dealer,V13,Brinjal,Pro-tray,9300,1.29,9.3,10881.28,UPI,Phone call,Van delivery
O004226,2025-09-21,C1839,Retail farmer,V14,Marigold,Nursery bed,800,1.39,0.0,1112.0,UPI,WhatsApp,Self pickup
O004227,2025-09-21,C1840,Retail farmer,V14,Marigold,Pro-tray,1000,1.9,0.0,1900.0,Cash,Walk-in,Self pickup
O004228,2025-09-21,C1039,Wholesale / dealer,V16,Tobacco,Nursery bed,38000,0.12,8.5,4172.4,Credit,WhatsApp,Self pickup
O004229,2025-09-21,C1564,Wholesale / dealer,V16,Tobacco,Nursery bed,30000,0.13,11.1,3467.1,Cash,Walk-in,Self pickup
O004230,2025-09-21,C1841,Retail farmer,V16,Tobacco,Nursery bed,6300,0.12,1.5,744.66,Cash,Walk-in,Self pickup
O004231,2025-09-22,C1096,Retail farmer,V09,Chilli,Nursery bed,5800,1.28,3.2,7186.43,Credit,Phone call,Self pickup
O004232,2025-09-22,C1049,Retail farmer,V04,Chilli,Nursery bed,1200,1.29,0.0,1548.0,Credit,Walk-in,Self pickup
